Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
5,159,HOU,K.J. Dillon,S,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,,,West Virginia
5,160,MIN,Kentrell Brothers,OLB,23,2019,0,0,0,4,4,51,0,0,0,0,0,0,0,0,0,0,0,41,,1,Missouri
5,161,CIN,Christian Westerman,G,23,2018,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.
5,162,KAN,Kevin Hogan,QB,23,2021,0,0,0,2,,9,60,101,621,4,7,18,176,1,0,0,0,,,,Stanford
5,163,GNB,Trevor Davis,WR,23,2019,0,0,0,2,1,43,0,0,0,0,0,6,86,1,16,205,1,7,,,California
5,164,PHI,Halapoulivaati Vaitai,T,23,2021,0,0,3,24,12,80,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
5,165,KAN,Tyreek Hill,WR,22,2022,4,7,6,78,63,108,0,1,0,0,1,100,751,7,598,8340,63,10,,,West Alabama
5,166,HOU,D.J. Reader,NT,22,2022,0,0,4,34,22,91,0,0,0,0,0,0,0,0,0,0,0,129,,8.5,Clemson
5,167,ARI,Marqui Christian,S,21,2021,0,0,0,6,,73,0,0,0,0,0,0,0,0,0,0,0,68,,,Midwestern St.
5,168,CLE,Spencer Drango,G,23,2017,0,0,2,8,8,32,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor
5,169,DET,Antwione Williams,LB,23,2016,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,17,,,Georgia Southern
5,170,ARI,Cole Toner,T,22,2021,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,Harvard
5,171,SEA,Alex Collins,RB,22,2021,0,0,2,17,5,50,0,0,0,0,0,483,1997,18,59,467,1,,,,Arkansas
5,172,CLE,Rashard Higgins,WR,21,2022,0,0,0,13,13,85,0,0,0,0,0,1,4,0,137,1890,12,,,,Colorado St.
5,173,CLE,Trey Caldwell,DB,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,La-Monroe
5,174,SFO,Fahn Cooper,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi
5,175,SDG,Jatavis Brown,OLB,22,2019,0,0,2,14,14,56,0,0,0,0,0,0,0,0,0,0,0,187,,4.5,Akron
6,176,DEN,Andy Janovich,FB,23,2021,0,0,1,2,2,77,0,0,0,0,0,17,55,4,27,255,1,17,,,Nebraska
